Movie name,Year_of_Release,Watch_Time,Genre,Movie_Rating,Metascore of movie,Votes,Gross,Description
The Fugitive,1993,130 min,"Action,Crime,Drama",7.8,87        ,"303,311",$183.88M,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
Cast Away,2000,143 min,"Adventure,Drama,Romance",7.8,73        ,"606,414",$233.63M,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
Misery,1990,107 min,"Drama,Thriller",7.8,75        ,"219,849",$61.28M,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
Paddington 2,2017,103 min,"Adventure,Comedy,Family",7.8,88        ,"84,141",$40.44M,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
Captain Fantastic,2016,118 min,"Comedy,Drama",7.8,72        ,"224,346",$5.88M,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
Moonrise Kingdom,2012,94 min,"Comedy,Drama,Family",7.8,84        ,"355,816",$45.51M,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
Captain America: The Winter Soldier,2014,136 min,"Action,Adventure,Sci-Fi",7.8,70        ,"861,999",$259.77M,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
La montaña sagrada,1973,114 min,"Adventure,Drama,Fantasy",7.8,76        ,"45,041",$0.06M,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
Thirteen Lives,2022,147 min,"Action,Adventure,Biography",7.8,66        ,"59,663",NA,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.
Mr. Nobody,2009,141 min,"Drama,Fantasy,Romance",7.8,63        ,"238,190",$0.00M,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
The Last Samurai,2003,154 min,"Action,Drama",7.8,55        ,"450,355",$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
Big Hero 6,2014,102 min,"Animation,Action,Adventure",7.8,74        ,"473,718",$222.53M,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
Ang-ma-reul bo-at-da,2010,144 min,"Action,Crime,Drama",7.8,67        ,"136,071",$0.13M,A secret agent exacts revenge on a serial killer through a series of captures and releases.
Isle of Dogs,2018,101 min,"Animation,Adventure,Comedy",7.8,82        ,"175,951",$32.02M,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
Back to the Future Part II,1989,108 min,"Adventure,Comedy,Sci-Fi",7.8,57        ,"545,476",$118.50M,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
Boyz n the Hood,1991,112 min,"Crime,Drama",7.8,76        ,"145,415",$57.50M,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
Gattaca,1997,106 min,"Drama,Sci-Fi,Thriller",7.8,64        ,"310,955",$12.34M,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
Män som hatar kvinnor,2009,152 min,"Crime,Drama,Mystery",7.8,76        ,"219,218",$10.10M,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.
Awakenings,1990,121 min,"Biography,Drama",7.8,74        ,"147,898",$52.10M,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
The Remains of the Day,1993,134 min,"Drama,Romance",7.8,86        ,"77,930",$22.95M,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
The Fighter,I 2010,116 min,"Action,Biography,Drama",7.8,79        ,"375,794",$93.62M,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
Midnight Cowboy,1969,113 min,Drama,7.8,79        ,"114,521",$44.79M,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process."
Serenity,2005,119 min,"Action,Adventure,Sci-Fi",7.8,74        ,"299,630",$25.51M,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
How to Train Your Dragon 2,2014,102 min,"Animation,Action,Adventure",7.8,77        ,"345,655",$177.00M,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
Moon,2009,97 min,"Drama,Mystery,Sci-Fi",7.8,67        ,"365,615",$5.01M,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
Captain Phillips,2013,134 min,"Action,Biography,Crime",7.8,82        ,"471,013",$107.10M,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
The Fall,I 2006,117 min,"Adventure,Drama,Fantasy",7.8,64        ,"114,066",$2.28M,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
The Insider,1999,157 min,"Biography,Drama,Thriller",7.8,84        ,"174,345",$28.97M,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
Straight Outta Compton,2015,147 min,"Biography,Drama,History",7.8,72        ,"208,045",$161.20M,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
Glory,1989,122 min,"Biography,Drama,History",7.8,78        ,"138,267",$26.83M,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
Hunt for the Wilderpeople,2016,101 min,"Adventure,Comedy,Drama",7.8,81        ,"134,518",$5.20M,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
Majo no takkyûbin,1989,103 min,"Animation,Family,Fantasy",7.8,83        ,"150,686",NA,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
The Conversation,1974,113 min,"Drama,Mystery,Thriller",7.8,87        ,"115,293",$4.42M,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
The King of Comedy,1982,109 min,"Comedy,Crime,Drama",7.8,73        ,"108,574",$2.50M,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
Cabaret,1972,124 min,"Drama,Music,Musical",7.8,80        ,"56,883",$42.77M,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
My Fair Lady,1964,170 min,"Drama,Family,Musical",7.8,95        ,"98,096",$72.00M,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."
The Outlaw Josey Wales,1976,135 min,Western,7.8,69        ,"76,124",$31.80M,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
Changeling,2008,141 min,"Biography,Crime,Drama",7.8,63        ,"259,322",$35.74M,Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.
Dawn of the Dead,1978,127 min,"Horror,Thriller",7.8,71        ,"123,788",$5.10M,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall."
The Day the Earth Stood Still,1951,92 min,"Drama,Sci-Fi",7.8,83        ,"83,428",NA,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
La migliore offerta,2013,131 min,"Crime,Drama,Mystery",7.8,49        ,"122,747",$0.09M,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
Night of the Living Dead,1968,96 min,"Horror,Thriller",7.8,89        ,"132,746",$0.09M,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
Gaslight,1944,114 min,"Crime,Drama,Mystery",7.8,78        ,"31,003",NA,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane."
October Sky,1999,108 min,"Biography,Drama,Family",7.8,71        ,"94,064",$32.48M,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
Mississippi Burning,1988,128 min,"Crime,Drama,Mystery",7.8,65        ,"103,872",$34.60M,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
Ed Wood,1994,127 min,"Biography,Comedy,Drama",7.8,70        ,"179,263",$5.89M,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
The Right Stuff,1983,193 min,"Adventure,Biography,Drama",7.8,91        ,"62,802",$21.50M,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
Once,I 2007,86 min,"Drama,Music,Romance",7.8,90        ,"118,508",$9.44M,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
